Identifier,isPresent_4wpi,log2.Ratio_4wpi,pValue_4wpi,fdr_4wpi,isPresent_8wpi,log2.Ratio_8wpi,pValue_8wpi,fdr_8wpi,isPresent_12wpi,log2.Ratio_12wpi,pValue_12wpi,fdr_12wpi,isPresent_14wpi,log2.Ratio_14wpi,pValue_14wpi,fdr_14wpi,isPresent_16wpi,log2.Ratio_16wpi,pValue_16wpi,fdr_16wpi,isPresent_18wpi,log2.Ratio_18wpi,pValue_18wpi,fdr_18wpi,isPresent_20wpi,log2.Ratio_20wpi,pValue_20wpi,fdr_20wpi,isPresent_term,log2.Ratio_term,pValue_term,fdr_term,CellType
Klf7,TRUE,-0.1197,0.6874,0.9959,TRUE,-0.3142,0.08687,0.2702,TRUE,0.3802,0.1149,0.4817,TRUE,-0.3025,0.2639,0.7412,TRUE,-0.1101,0.6761,0.887,TRUE,-0.2337,0.3789,0.9409,TRUE,-0.008983,0.9743,0.9934,TRUE,-0.8097,0.0107,0.05244,_NE
Klf8,TRUE,-0.1165,0.7428,0.9959,TRUE,-0.1372,0.5944,0.7766,TRUE,-0.1612,0.5275,0.8311,TRUE,-0.03874,0.8912,0.9812,TRUE,0.06421,0.8073,0.9376,TRUE,0.00349,0.9914,0.998,TRUE,-0.2214,0.4946,0.8136,TRUE,-0.7016,0.03723,0.1344,_NE
Klf9,TRUE,-0.01747,0.9152,0.9991,TRUE,0.1885,0.1276,0.3367,TRUE,-0.1474,0.1987,0.5963,TRUE,0.1022,0.4385,0.8392,TRUE,0.04564,0.7572,0.9207,TRUE,-0.2685,0.1825,0.8261,TRUE,-0.3898,0.006398,0.1104,TRUE,-0.07071,0.7719,0.894,_NE
Klhdc1,TRUE,-0.146,0.4515,0.9959,TRUE,0.02815,0.8473,0.9282,TRUE,-0.2244,0.1451,0.5282,TRUE,0.07514,0.679,0.9212,TRUE,0.1371,0.4346,0.7726,TRUE,0.1158,0.6026,0.9825,TRUE,-0.1232,0.5594,0.8434,TRUE,-0.2978,0.168,0.3826,_NE
Klhdc10,TRUE,-0.1377,0.3455,0.9959,TRUE,0.1339,0.1953,0.427,TRUE,-0.06937,0.4173,0.7691,TRUE,0.02912,0.7919,0.9544,TRUE,0.1728,0.1643,0.5603,TRUE,0.01693,0.914,0.9959,TRUE,-0.02206,0.8725,0.9658,TRUE,0.003799,0.9797,0.9905,_NE
Klhdc2,TRUE,-0.1763,0.1949,0.9959,TRUE,0.07364,0.4782,0.6945,TRUE,0.01431,0.8769,0.9683,TRUE,0.07767,0.488,0.8571,TRUE,0.238,0.07633,0.4295,TRUE,-0.08121,0.591,0.979,TRUE,-0.1962,0.1554,0.5403,TRUE,-0.182,0.2427,0.4811,_NE
Klhdc3,TRUE,0.1273,0.379,0.9959,TRUE,-0.2401,0.03587,0.1621,TRUE,0.2711,0.003117,0.07168,TRUE,0.2056,0.08824,0.6023,TRUE,-0.1412,0.2295,0.6285,TRUE,-0.2678,0.1637,0.8025,TRUE,0.1827,0.2336,0.6319,TRUE,-0.2675,0.1276,0.319,_NE
Klhdc4,TRUE,0.1794,0.317,0.9959,TRUE,-0.203,0.1318,0.3429,TRUE,0.2471,0.0496,0.3319,TRUE,-0.03637,0.8045,0.9586,TRUE,-0.09579,0.5464,0.8323,TRUE,-0.1092,0.5811,0.9788,TRUE,0.2567,0.1463,0.5277,TRUE,0.3216,0.07441,0.2216,_NE
Klhdc5,TRUE,-0.1345,0.4028,0.9959,TRUE,0.1604,0.1733,0.3975,TRUE,-0.1277,0.2527,0.6465,TRUE,0.08345,0.5586,0.8781,TRUE,0.07106,0.6483,0.8753,TRUE,-0.07771,0.6631,0.9825,TRUE,-0.027,0.8658,0.9644,TRUE,-0.1935,0.2823,0.5279,_NE
Klhdc7a,TRUE,0.3212,0.11,0.9959,TRUE,0.0854,0.5194,0.7247,TRUE,-0.0513,0.7782,0.9319,TRUE,-0.108,0.5311,0.8702,TRUE,-0.03914,0.8461,0.9527,TRUE,0.5114,0.006464,0.1699,TRUE,0.1803,0.3422,0.7228,TRUE,0.9367,4.632E-06,7.222E-05,_NE
Klhdc8a,TRUE,0.1707,0.5586,0.9959,TRUE,-0.5012,0.05835,0.2153,TRUE,0.002982,0.9921,0.999,TRUE,-0.5783,0.02699,0.4466,TRUE,-0.4288,0.0761,0.4294,TRUE,-0.4325,0.09684,0.6963,TRUE,0.4743,0.1555,0.5404,TRUE,-0.6247,0.05272,0.1733,N
Klhdc8b,TRUE,0.2562,0.2843,0.9959,TRUE,-0.6212,0.0001439,0.004005,TRUE,0.2239,0.1901,0.5851,TRUE,-0.3524,0.0601,0.5486,TRUE,-0.5884,0.002989,0.08773,TRUE,-0.2734,0.224,0.8694,TRUE,0.4091,0.09009,0.4289,TRUE,0.5582,0.005676,0.03164,_NE
Klhdc9,TRUE,0.003944,0.9916,0.9998,TRUE,-0.9201,0.002237,0.02894,TRUE,0.16,0.5998,0.863,TRUE,-0.2565,0.446,0.8413,TRUE,-0.4969,0.1233,0.5067,TRUE,-1.029,0.01608,0.2989,TRUE,0.02518,0.9497,0.9867,TRUE,0.3106,0.3611,0.6063,_NE
Klhl1,TRUE,0.2987,0.5969,0.9959,TRUE,-0.3464,0.3175,0.5606,TRUE,-0.9897,0.01013,0.1468,TRUE,0.1556,0.7038,0.9276,TRUE,-0.1098,0.7836,0.929,TRUE,0.6068,0.2077,0.8503,TRUE,-0.385,0.3704,0.7408,TRUE,-0.3989,0.3451,0.5926,N
Klhl11,TRUE,-0.4908,0.01887,0.9083,TRUE,0.001163,0.9958,0.9986,TRUE,-0.1277,0.4498,0.7887,TRUE,-0.2533,0.3414,0.7902,TRUE,-0.2344,0.2283,0.6277,TRUE,-0.152,0.5601,0.9788,TRUE,-0.1511,0.5362,0.8337,TRUE,-1.2,1.486E-06,2.564E-05,_NE
Klhl12,TRUE,-0.1097,0.461,0.9959,TRUE,0.2665,0.01104,0.08165,TRUE,-0.02277,0.8014,0.9415,TRUE,0.3129,0.0225,0.4225,TRUE,0.3009,0.06118,0.3972,TRUE,0.01185,0.942,0.9975,TRUE,-0.1437,0.3446,0.7236,TRUE,-0.1231,0.4889,0.715,_NE
Klhl13,TRUE,-0.076,0.8392,0.9983,TRUE,0.05191,0.7088,0.8492,TRUE,-0.257,0.06659,0.3799,TRUE,-0.05401,0.7113,0.9285,TRUE,0.1225,0.4691,0.7907,TRUE,-0.1061,0.5882,0.979,TRUE,-0.5234,0.001386,0.03778,TRUE,-0.2177,0.2319,0.4683,_NE
Klhl14,TRUE,-0.373,0.3836,0.9959,TRUE,-0.386,0.2875,0.5311,TRUE,-0.2078,0.6262,0.8738,TRUE,0.4949,0.2468,0.7306,TRUE,-0.1051,0.8215,0.9437,TRUE,-0.5459,0.3507,0.9293,TRUE,-0.4208,0.3664,0.7388,TRUE,-0.3243,0.5185,0.7374,_NE
Klhl15,TRUE,-0.3691,0.2414,0.9959,TRUE,0.009777,0.9631,0.9848,TRUE,-0.1322,0.5451,0.8408,TRUE,-0.05734,0.8368,0.967,TRUE,0.009715,0.9728,0.991,TRUE,-0.02221,0.9429,0.9975,TRUE,-0.1466,0.6129,0.8694,TRUE,-0.8683,0.005193,0.02948,_NE
Klhl17,TRUE,0.2028,0.2149,0.9959,TRUE,-0.4135,0.001072,0.01705,TRUE,0.1759,0.07226,0.3939,TRUE,-0.0592,0.6377,0.908,TRUE,-0.3692,0.01321,0.2022,TRUE,-0.0898,0.6176,0.9825,TRUE,0.39,0.008429,0.1291,TRUE,-0.2551,0.1162,0.2997,_NE
Klhl18,TRUE,0.0411,0.7981,0.9964,TRUE,-0.1347,0.3109,0.5543,TRUE,0.01861,0.873,0.9671,TRUE,0.09336,0.4828,0.8553,TRUE,-0.001282,0.9927,0.9972,TRUE,-0.1485,0.4412,0.9623,TRUE,0.0338,0.8536,0.9622,TRUE,-0.3607,0.05736,0.1843,_NE
Klhl2,TRUE,-0.2634,0.1539,0.9959,TRUE,0.1694,0.1561,0.3764,TRUE,-0.006013,0.9493,0.9872,TRUE,0.3364,0.01146,0.3172,TRUE,0.2611,0.04542,0.3546,TRUE,0.2454,0.1556,0.7951,TRUE,-0.09465,0.5218,0.8256,TRUE,0.295,0.06029,0.1915,OL
Klhl20,TRUE,-0.08183,0.6288,0.9959,TRUE,-0.05578,0.6345,0.8043,TRUE,-0.03253,0.7796,0.9328,TRUE,-0.03877,0.7876,0.9534,TRUE,0.03552,0.8089,0.9384,TRUE,-0.07516,0.6886,0.9825,TRUE,-0.1592,0.3439,0.7233,TRUE,-0.1279,0.4917,0.7167,_NE
Klhl21,TRUE,0.02002,0.9076,0.9991,TRUE,-0.4549,0.0001401,0.003918,TRUE,0.06354,0.6096,0.8673,TRUE,0.07828,0.5948,0.8929,TRUE,-0.1874,0.2013,0.6,TRUE,-0.3349,0.08297,0.6631,TRUE,0.1826,0.3162,0.7021,TRUE,-0.06703,0.7238,0.8676,_NE
Klhl22,TRUE,-0.1425,0.3183,0.9959,TRUE,-0.2011,0.04834,0.1918,TRUE,0.1476,0.122,0.4926,TRUE,0.1501,0.1981,0.7081,TRUE,0.005883,0.9624,0.9878,TRUE,-0.2596,0.1055,0.7181,TRUE,-0.01192,0.9322,0.9825,TRUE,-0.2872,0.07378,0.2205,_NE
Klhl23,TRUE,-0.2033,0.1145,0.9959,TRUE,0.1298,0.2442,0.4841,TRUE,-0.1045,0.2782,0.6681,TRUE,0.08217,0.5054,0.865,TRUE,0.1763,0.2173,0.616,TRUE,-0.1426,0.3737,0.9396,TRUE,-0.3306,0.02478,0.2297,TRUE,-0.1157,0.4631,0.6951,_NE
Klhl24,TRUE,-0.1991,0.1669,0.9959,TRUE,0.2524,0.02517,0.132,TRUE,-0.09399,0.3074,0.6935,TRUE,-0.1251,0.3002,0.7659,TRUE,0.1397,0.3037,0.6873,TRUE,0.1672,0.3753,0.9401,TRUE,0.07205,0.632,0.8768,TRUE,-0.1373,0.3827,0.6267,_NE
Klhl25,TRUE,-0.1035,0.6697,0.9959,TRUE,-0.1006,0.5903,0.774,TRUE,-0.0624,0.73,0.9146,TRUE,0.1277,0.5193,0.8677,TRUE,-0.1687,0.4373,0.7741,TRUE,-0.05686,0.8155,0.9899,TRUE,0.4359,0.03672,0.2789,TRUE,0.404,0.07469,0.2219,_NE
Klhl26,TRUE,0.003875,0.9809,0.9991,TRUE,-0.3047,0.01235,0.08714,TRUE,0.3121,0.001534,0.04615,TRUE,0.2634,0.03895,0.496,TRUE,-0.1833,0.1759,0.5741,TRUE,-0.1118,0.5886,0.979,TRUE,0.1544,0.3461,0.7252,TRUE,-0.295,0.1078,0.2854,_NE
Klhl28,TRUE,-0.4173,0.09344,0.9959,TRUE,-0.04182,0.842,0.9255,TRUE,-0.174,0.3798,0.7457,TRUE,-0.3038,0.3345,0.786,TRUE,-0.1914,0.4432,0.7765,TRUE,-0.1574,0.5936,0.9793,TRUE,-0.3127,0.2072,0.6048,TRUE,-0.8468,0.0388,0.1387,_NE
Klhl29,TRUE,0.03897,0.7923,0.9959,TRUE,0.04024,0.7535,0.8766,TRUE,0.1212,0.2738,0.664,TRUE,0.2214,0.07485,0.584,TRUE,-0.071,0.5903,0.8499,TRUE,0.008801,0.9572,0.9975,TRUE,-0.06514,0.6953,0.9078,TRUE,-0.3685,0.02838,0.1105,N
Klhl3,TRUE,-0.2452,0.2184,0.9959,TRUE,-0.4597,0.0003163,0.007091,TRUE,0.359,0.02144,0.2155,TRUE,0.1773,0.2327,0.7247,TRUE,-0.1546,0.3421,0.7132,TRUE,-0.1575,0.4631,0.9653,TRUE,0.1079,0.5389,0.8347,TRUE,-0.6628,0.00153,0.01101,_NE
Klhl32,TRUE,0.04368,0.8817,0.9983,TRUE,0.1088,0.5333,0.7357,TRUE,-0.05513,0.7915,0.938,TRUE,-0.08556,0.7044,0.9277,TRUE,-0.1896,0.3424,0.7134,TRUE,-0.3234,0.2428,0.8808,TRUE,-0.0232,0.9289,0.9819,TRUE,-0.5616,0.04148,0.1453,_NE
Klhl33,TRUE,0.2706,0.4512,0.9959,TRUE,-0.4372,0.1588,0.3803,TRUE,-0.2652,0.3274,0.7076,TRUE,-0.4542,0.1595,0.6761,TRUE,-0.5985,0.05026,0.3702,TRUE,-0.08384,0.8129,0.9899,TRUE,0.05205,0.8882,0.97,TRUE,-0.9538,0.00927,0.04673,_NE
Klhl36,TRUE,0.2937,0.4337,0.9959,TRUE,-0.5405,0.02148,0.1218,TRUE,0.1139,0.6182,0.8704,TRUE,-0.1879,0.517,0.8667,TRUE,-0.6007,0.02973,0.296,TRUE,-0.2121,0.5733,0.9788,TRUE,0.3305,0.3634,0.7372,TRUE,0.1943,0.5139,0.7339,_NE
Klhl38,TRUE,0.2473,0.7139,0.9959,TRUE,-0.3326,0.5543,0.7485,TRUE,0.1978,0.6648,0.8889,TRUE,-0.2348,0.6411,0.9082,TRUE,-0.2678,0.5823,0.8477,TRUE,0.9001,0.1018,0.7092,TRUE,0.863,0.1342,0.5099,TRUE,0.93,0.05257,0.1729,_NE
Klhl4,TRUE,0.0154,0.9522,0.9991,TRUE,0.376,0.05029,0.1965,TRUE,-0.318,0.07789,0.4049,TRUE,-0.444,0.06361,0.5547,TRUE,-0.306,0.1352,0.5217,TRUE,-0.006362,0.9805,0.9978,TRUE,-0.6585,0.005419,0.09818,TRUE,-0.7446,0.02048,0.08661,_NE
Klhl5,TRUE,-0.001558,0.9914,0.9998,TRUE,0.04797,0.654,0.8157,TRUE,0.007751,0.9432,0.9858,TRUE,0.09487,0.4442,0.8412,TRUE,0.2223,0.08308,0.4416,TRUE,0.4398,0.007611,0.1903,TRUE,0.05851,0.7009,0.9098,TRUE,0.2441,0.113,0.294,_NE
Klhl6,TRUE,0.007473,0.9849,0.9991,TRUE,0.1713,0.5773,0.7657,TRUE,-0.1314,0.6585,0.8859,TRUE,-0.4652,0.1891,0.7053,TRUE,0.808,0.04604,0.3556,TRUE,1.874,6.329E-06,0.0006959,TRUE,1.261,0.003083,0.06593,TRUE,2.385,1.499E-09,4.29E-08,_NE
Klhl7,TRUE,-0.1891,0.1656,0.9959,TRUE,0.1713,0.1372,0.3508,TRUE,0.0333,0.6931,0.9,TRUE,0.0242,0.8369,0.967,TRUE,0.1828,0.171,0.5681,TRUE,-0.06081,0.7196,0.986,TRUE,-0.2326,0.1116,0.4705,TRUE,-0.1242,0.4624,0.6947,_NE
Klhl8,TRUE,-0.03176,0.8429,0.9983,TRUE,0.0771,0.5145,0.7212,TRUE,-0.07473,0.4964,0.8147,TRUE,0.05217,0.7153,0.9299,TRUE,0.07035,0.6552,0.8786,TRUE,-0.1039,0.5659,0.9788,TRUE,-0.109,0.516,0.8228,TRUE,-0.3515,0.06966,0.2119,_NE
Klhl9,TRUE,-0.1522,0.2928,0.9959,TRUE,0.2922,0.005687,0.05405,TRUE,0.001044,0.9899,0.9987,TRUE,0.1479,0.1798,0.6957,TRUE,0.2539,0.1016,0.4723,TRUE,0.0002815,0.9986,0.9992,TRUE,-0.1465,0.2983,0.69,TRUE,-0.1509,0.2913,0.5383,_NE
Klk6,TRUE,0.2017,0.6898,0.9959,TRUE,-0.6662,0.1335,0.3453,TRUE,-0.8797,0.01268,0.1617,TRUE,0.294,0.5587,0.8781,TRUE,0.3839,0.1926,0.5927,TRUE,1.532,1.103E-05,0.001099,TRUE,2.044,4.819E-07,6.193E-05,TRUE,3.51,7.318E-21,8.949E-19,OL
Klk7,TRUE,-0.4891,0.3867,0.9959,TRUE,0.5504,0.1309,0.3414,TRUE,0.3729,0.3117,0.6966,TRUE,0.7619,0.1085,0.6216,TRUE,0.3685,0.4144,0.7603,TRUE,-0.1464,0.7802,0.9896,TRUE,-0.04949,0.9411,0.984,TRUE,0.7207,0.1222,0.3102,_NE
Klk8,TRUE,-0.1137,0.7144,0.9959,TRUE,-0.07213,0.7557,0.8779,TRUE,0.3816,0.03015,0.257,TRUE,0.6896,0.005404,0.2309,TRUE,0.218,0.3782,0.7368,TRUE,0.3067,0.2499,0.8824,TRUE,0.1993,0.4882,0.8097,TRUE,0.4089,0.128,0.3197,_NE
Klraq1,TRUE,-0.07203,0.5908,0.9959,TRUE,0.04543,0.6887,0.836,TRUE,-0.004244,0.9602,0.99,TRUE,0.2064,0.08593,0.6004,TRUE,0.09761,0.4321,0.7713,TRUE,-0.04496,0.777,0.9896,TRUE,-0.09883,0.4745,0.8027,TRUE,0.00983,0.9493,0.9794,_NE
Kndc1,TRUE,0.05953,0.7449,0.9959,TRUE,-0.2886,0.00909,0.07188,TRUE,0.3324,0.007113,0.1181,TRUE,-0.02878,0.8202,0.9616,TRUE,-0.0737,0.5456,0.8319,TRUE,0.009366,0.9537,0.9975,TRUE,0.2038,0.1772,0.5712,TRUE,-0.004242,0.9775,0.9902,OL
Kntc1,TRUE,-0.3303,0.3786,0.9959,TRUE,-0.1456,0.6665,0.8235,TRUE,-0.03587,0.9022,0.975,TRUE,-0.01272,0.9696,0.9945,TRUE,0.2604,0.4075,0.756,TRUE,0.5106,0.2529,0.8853,TRUE,-0.538,0.1988,0.5961,TRUE,0.4152,0.3107,0.5582,_NE
Kpna1,TRUE,-0.2931,0.04998,0.9959,TRUE,0.2632,0.01641,0.1037,TRUE,-0.1004,0.2358,0.6303,TRUE,0.1202,0.2833,0.7531,TRUE,0.2611,0.111,0.4885,TRUE,0.06775,0.6752,0.9825,TRUE,-0.1627,0.2428,0.6411,TRUE,-0.3091,0.03517,0.129,_NE
Kpna2,TRUE,-0.1222,0.5037,0.9959,TRUE,0.04232,0.7676,0.8849,TRUE,-0.1146,0.4278,0.7747,TRUE,0.083,0.6077,0.8973,TRUE,0.1336,0.4809,0.7968,TRUE,-0.08524,0.7075,0.9844,TRUE,-0.1641,0.3954,0.7566,TRUE,0.06891,0.7645,0.8908,_NE
Kpna3,TRUE,-0.3163,0.03867,0.9959,TRUE,0.167,0.1541,0.3737,TRUE,-0.1386,0.1386,0.5193,TRUE,-0.01116,0.9264,0.9873,TRUE,0.1446,0.3436,0.7145,TRUE,-0.1276,0.4588,0.9653,TRUE,-0.312,0.0361,0.2764,TRUE,-0.1892,0.279,0.5237,_NE
Kpna4,TRUE,-0.1984,0.1985,0.9959,TRUE,0.4034,0.0002501,0.005988,TRUE,-0.07231,0.432,0.7778,TRUE,0.1687,0.1453,0.6637,TRUE,0.2824,0.06299,0.4013,TRUE,0.1738,0.3146,0.9105,TRUE,-0.1554,0.3091,0.6984,TRUE,-0.2263,0.1342,0.3303,_NE
Kpna6,TRUE,-0.1342,0.3562,0.9959,TRUE,0.09925,0.3422,0.5827,TRUE,0.03562,0.6587,0.8861,TRUE,0.09035,0.4321,0.8347,TRUE,0.1674,0.2031,0.6007,TRUE,-0.007234,0.9629,0.9975,TRUE,-0.04091,0.7672,0.9327,TRUE,-0.2347,0.1076,0.2851,_NE
Kpnb1,TRUE,-0.1834,0.2774,0.9959,TRUE,0.1706,0.1153,0.3181,TRUE,-0.07941,0.3612,0.7319,TRUE,0.07018,0.5517,0.8754,TRUE,0.2429,0.08241,0.4406,TRUE,0.05383,0.7413,0.9884,TRUE,-0.1299,0.3513,0.7292,TRUE,-0.002824,0.9848,0.9936,_NE
Kptn,TRUE,0.1028,0.6135,0.9959,TRUE,-0.1742,0.2383,0.4777,TRUE,0.2134,0.1517,0.5385,TRUE,-0.002525,0.9882,0.9981,TRUE,-0.1768,0.3054,0.6879,TRUE,-0.1618,0.4648,0.9658,TRUE,0.2248,0.2318,0.6293,TRUE,-0.2873,0.1502,0.3556,_NE
Kras,TRUE,-0.1176,0.4612,0.9959,TRUE,0.187,0.09227,0.2786,TRUE,-0.1572,0.05708,0.357,TRUE,-0.02328,0.8664,0.9739,TRUE,0.09353,0.5383,0.8281,TRUE,-0.02822,0.8816,0.9947,TRUE,-0.2483,0.1152,0.4771,TRUE,-0.1887,0.3186,0.5664,_NE
Krba1,TRUE,0.1335,0.4198,0.9959,TRUE,-0.2511,0.02754,0.1403,TRUE,0.09369,0.3187,0.7026,TRUE,-0.1264,0.3141,0.775,TRUE,-0.3972,0.005694,0.1238,TRUE,-0.2101,0.2359,0.8755,TRUE,0.3165,0.03066,0.2564,TRUE,0.02842,0.8614,0.9389,_NE
Krcc1,TRUE,-0.05097,0.8076,0.9967,TRUE,0.4656,0.004799,0.04839,TRUE,-0.08899,0.622,0.8719,TRUE,-0.2624,0.2004,0.7081,TRUE,0.4094,0.03599,0.325,TRUE,0.4977,0.1103,0.7296,TRUE,0.09498,0.7308,0.9208,TRUE,0.898,0.002148,0.01449,_NE
Kremen1,TRUE,-0.008991,0.9609,0.9991,TRUE,-0.2256,0.08998,0.2753,TRUE,-0.09553,0.4363,0.7801,TRUE,-0.02936,0.8397,0.9678,TRUE,-0.1944,0.2009,0.5997,TRUE,0.2442,0.1773,0.8176,TRUE,0.3676,0.0356,0.2747,TRUE,0.6841,0.0002022,0.001983,_NE
Kri1,TRUE,0.0833,0.612,0.9959,TRUE,-0.09669,0.3965,0.6316,TRUE,-0.04236,0.674,0.8925,TRUE,0.1102,0.4104,0.8255,TRUE,0.02608,0.8431,0.9514,TRUE,-0.03409,0.8482,0.9927,TRUE,0.008087,0.9606,0.9892,TRUE,-0.03887,0.819,0.919,_NE
Krit1,TRUE,-0.0006622,0.9968,0.9998,TRUE,0.2873,0.03203,0.1531,TRUE,-0.1904,0.08354,0.421,TRUE,-0.234,0.2331,0.7247,TRUE,-0.04107,0.8,0.9344,TRUE,0.113,0.6416,0.9825,TRUE,-0.2206,0.2436,0.6419,TRUE,-0.2004,0.5092,0.7307,_NE
Krr1,TRUE,-0.1036,0.4883,0.9959,TRUE,0.3184,0.005048,0.05027,TRUE,-0.1218,0.2125,0.6098,TRUE,-0.04645,0.733,0.9372,TRUE,0.1594,0.2784,0.67,TRUE,-0.09115,0.6208,0.9825,TRUE,-0.2261,0.1503,0.5333,TRUE,0.004783,0.9799,0.9905,_NE
Krt1,TRUE,-0.2722,0.4916,0.9959,TRUE,-0.2588,0.3401,0.5808,TRUE,0.5315,0.08382,0.4212,TRUE,0.5821,0.1005,0.6188,TRUE,0.1027,0.7318,0.9106,TRUE,-0.3197,0.4225,0.9561,TRUE,-0.2314,0.5095,0.8195,TRUE,-0.5875,0.1941,0.4195,_NE
Krt10,TRUE,0.08193,0.8502,0.9983,TRUE,-0.1936,0.3944,0.6304,TRUE,-0.03251,0.8868,0.971,TRUE,0.003886,0.99,0.9988,TRUE,-0.1452,0.6066,0.8575,TRUE,0.1917,0.6136,0.9825,TRUE,-0.149,0.6731,0.8969,TRUE,-0.2444,0.4545,0.6881,_NE
Krt12,TRUE,0.4537,0.3483,0.9959,TRUE,0.1474,0.7345,0.865,TRUE,-0.3158,0.4579,0.7941,TRUE,0.357,0.2913,0.7584,TRUE,-0.6993,0.04561,0.3549,TRUE,-1.215,0.02526,0.3894,TRUE,0.4491,0.2723,0.6648,TRUE,-0.27,0.5575,0.7666,_NE
Krt18,TRUE,0.8594,0.2462,0.9959,TRUE,0.9237,0.03333,0.1561,TRUE,-0.792,0.1448,0.5282,TRUE,-1.932,0.0003016,0.05003,TRUE,-0.6852,0.2728,0.6648,TRUE,-0.2919,0.7226,0.986,TRUE,-1.655,0.01091,0.1514,TRUE,1.865,0.03627,0.132,_NE
Krt2,TRUE,-0.2115,0.6811,0.9959,TRUE,-0.647,0.01738,0.1071,TRUE,0.6415,0.03446,0.2766,TRUE,-0.3417,0.2577,0.7365,TRUE,0.2967,0.2649,0.6572,TRUE,-0.05954,0.8413,0.9927,TRUE,-0.0425,0.8964,0.972,TRUE,0.3356,0.3134,0.5612,_NE
Krt222,TRUE,-0.1853,0.2371,0.9959,TRUE,0.1287,0.2545,0.4958,TRUE,0.0403,0.7623,0.9259,TRUE,0.0772,0.561,0.8785,TRUE,0.3135,0.03818,0.3312,TRUE,-0.165,0.3542,0.9326,TRUE,-0.3681,0.01901,0.2006,TRUE,-0.5272,0.006977,0.03707,_NE
Krt73,TRUE,-0.8441,0.07115,0.9959,TRUE,-0.6338,0.003644,0.03966,TRUE,0.3598,0.1798,0.5727,TRUE,0.5811,0.05753,0.5398,TRUE,0.1456,0.5795,0.8469,TRUE,-0.3975,0.2762,0.8956,TRUE,-0.2635,0.3928,0.7546,TRUE,-0.2125,0.5301,0.7459,N
Krt77,TRUE,0.02682,0.9476,0.9991,TRUE,-0.6947,0.02237,0.1247,TRUE,0.35,0.2903,0.6791,TRUE,0.1477,0.6168,0.9005,TRUE,0.4595,0.1217,0.5049,TRUE,-0.3621,0.284,0.8998,TRUE,-0.2318,0.4648,0.7984,TRUE,-0.9944,0.05521,0.1791,_NE
Krt9,TRUE,0.1151,0.7671,0.9959,TRUE,0.2352,0.2283,0.4674,TRUE,-0.09589,0.6515,0.8835,TRUE,0.1986,0.3564,0.7999,TRUE,0.1476,0.4242,0.7667,TRUE,-0.181,0.5203,0.9764,TRUE,-0.5038,0.02841,0.2453,TRUE,0.6449,0.004938,0.02829,_NE
Krtcap2,TRUE,0.2958,0.1448,0.9959,TRUE,-0.2471,0.07687,0.2531,TRUE,0.2567,0.09966,0.4543,TRUE,0.06515,0.7203,0.9322,TRUE,-0.06457,0.7075,0.8983,TRUE,-0.06202,0.7916,0.9896,TRUE,0.06447,0.756,0.9282,TRUE,0.03437,0.8651,0.9409,_NE
Krtcap3,TRUE,0.02699,0.9597,0.9991,TRUE,0.01545,0.9727,0.9892,TRUE,-0.2456,0.5671,0.85,TRUE,-0.4133,0.3412,0.7902,TRUE,-0.9444,0.07851,0.4343,TRUE,0.3074,0.6296,0.9825,TRUE,-0.0217,0.9696,0.9912,TRUE,0.3047,0.517,0.7363,_NE
Ksr1,TRUE,-0.1593,0.4048,0.9959,TRUE,-0.1345,0.3515,0.5919,TRUE,0.2595,0.05611,0.3548,TRUE,0.4006,0.005651,0.2344,TRUE,-0.01052,0.9323,0.9787,TRUE,-0.1802,0.3753,0.9401,TRUE,-0.01688,0.9227,0.9789,TRUE,-0.3895,0.0217,0.09022,_NE
Ksr2,TRUE,-0.4843,0.02623,0.9544,TRUE,-0.4202,0.04611,0.1871,TRUE,0.2376,0.2322,0.6271,TRUE,-0.4149,0.1146,0.6312,TRUE,-0.3772,0.02763,0.2855,TRUE,-0.3448,0.06762,0.6072,TRUE,-0.1697,0.356,0.7326,TRUE,-1.059,1.687E-05,0.0002292,_NE
Kti12,TRUE,-0.1219,0.634,0.9959,TRUE,-0.1251,0.4692,0.6884,TRUE,0.00417,0.9823,0.9968,TRUE,0.1832,0.3901,0.8182,TRUE,-0.0595,0.7758,0.9266,TRUE,0.01691,0.9491,0.9975,TRUE,0.06629,0.7798,0.9366,TRUE,-0.1167,0.6382,0.8191,EC
Ktn1,TRUE,-0.1627,0.2916,0.9959,TRUE,0.2058,0.1255,0.3329,TRUE,-0.2377,0.01053,0.1497,TRUE,-0.44,0.08398,0.5979,TRUE,-0.1727,0.3693,0.7312,TRUE,-0.069,0.8278,0.9918,TRUE,-0.3502,0.0979,0.445,TRUE,-0.2044,0.6085,0.8022,_NE
Ky,TRUE,-0.142,0.5941,0.9959,TRUE,0.04294,0.8639,0.9362,TRUE,-0.03655,0.8645,0.9644,TRUE,0.1628,0.5272,0.87,TRUE,-0.3094,0.22,0.6199,TRUE,-0.4133,0.2341,0.8735,TRUE,0.1202,0.7144,0.9146,TRUE,-0.1817,0.6069,0.8014,_NE
L1cam,TRUE,0.01009,0.9555,0.9991,TRUE,-0.468,0.0009789,0.01606,TRUE,0.1595,0.1272,0.5009,TRUE,0.05627,0.6344,0.9065,TRUE,0.009064,0.9512,0.9841,TRUE,-0.4047,0.01372,0.2758,TRUE,-0.2306,0.09707,0.4436,TRUE,-1.172,2.47E-11,9.322E-10,N
